enrollment_datetime,student_id,schedule_id
2024-01-24 23:47:11.207,1,7
2024-01-24 23:47:11.207,2,7
2024-01-24 23:47:11.207,3,7
2024-01-24 23:47:11.207,4,7
2024-01-24 23:47:11.207,5,7
2024-01-24 23:47:11.207,6,7
2024-01-24 23:47:11.207,7,7
2024-01-24 23:47:11.207,8,7
2024-01-24 23:47:11.207,9,7
2024-01-24 23:47:11.207,10,7
2024-01-24 23:47:11.207,11,7
2024-01-24 23:47:11.207,12,7
2024-01-24 23:47:11.207,13,7
2024-01-24 23:47:11.207,14,7
2024-01-24 23:47:11.207,15,7
2024-01-24 23:47:11.207,16,7
2024-01-24 23:47:11.207,17,7
2024-01-24 23:47:11.207,18,7
2024-01-24 23:47:11.207,19,7
2024-01-24 23:47:11.207,20,7
2024-01-24 23:47:11.207,21,8
2024-01-24 23:47:11.207,22,8
2024-01-24 23:47:11.207,23,8
2024-01-24 23:47:11.207,24,8
2024-01-24 23:47:11.207,25,8
2024-01-24 23:47:11.207,26,8
2024-01-24 23:47:11.207,27,8
2024-01-24 23:47:11.207,28,8
2024-01-24 23:47:11.207,29,8
2024-01-24 23:47:11.207,30,8
2024-01-24 23:47:11.207,31,8
2024-01-24 23:47:11.207,32,8
2024-01-24 23:47:11.207,33,8
2024-01-24 23:47:11.207,34,8
2024-01-24 23:47:11.207,35,8
2024-01-24 23:47:11.207,36,8
2024-01-24 23:47:11.207,37,8
2024-01-24 23:47:11.207,38,8
2024-01-24 23:47:11.207,39,8
2024-01-24 23:47:11.207,40,8
2024-01-24 23:47:11.207,21,9
2024-01-24 23:47:11.207,22,9
2024-01-24 23:47:11.207,23,9
2024-01-24 23:47:11.207,24,9
2024-01-24 23:47:11.207,25,9
2024-01-24 23:47:11.207,26,9
2024-01-24 23:47:11.207,27,9
2024-01-24 23:47:11.207,28,9
2024-01-24 23:47:11.207,29,9
2024-01-24 23:47:11.207,30,9
2024-01-24 23:47:11.207,31,9
2024-01-24 23:47:11.207,32,9
2024-01-24 23:47:11.207,33,9
2024-01-24 23:47:11.207,34,9
2024-01-24 23:47:11.207,35,9
2024-01-24 23:47:11.207,36,9
2024-01-24 23:47:11.207,37,9
2024-01-24 23:47:11.207,38,9
2024-01-24 23:47:11.207,39,9
2024-01-24 23:47:11.207,40,9
2024-01-24 23:47:11.207,41,10
2024-01-24 23:47:11.207,42,10
2024-01-24 23:47:11.207,43,10
2024-01-24 23:47:11.207,44,10
2024-01-24 23:47:11.207,45,10
2024-01-24 23:47:11.207,46,10
2024-01-24 23:47:11.207,47,10
2024-01-24 23:47:11.207,48,10
2024-01-24 23:47:11.207,49,10
2024-01-24 23:47:11.207,50,10
2024-01-24 23:47:11.207,51,10
2024-01-24 23:47:11.207,52,10
2024-01-24 23:47:11.207,53,10
2024-01-24 23:47:11.207,54,10
2024-01-24 23:47:11.207,55,10
2024-01-24 23:47:11.207,56,10
2024-01-24 23:47:11.207,57,10
2024-01-24 23:47:11.207,58,10
2024-01-24 23:47:11.207,59,10
2024-01-24 23:47:11.207,60,10
2024-01-24 23:47:11.207,1,11
2024-01-24 23:47:11.207,2,11
2024-01-24 23:47:11.207,3,11
2024-01-24 23:47:11.207,4,11
2024-01-24 23:47:11.207,5,11
2024-01-24 23:47:11.207,6,11
2024-01-24 23:47:11.207,7,11
2024-01-24 23:47:11.207,8,11
2024-01-24 23:47:11.207,9,11
2024-01-24 23:47:11.207,10,11
2024-01-24 23:47:11.207,11,11
2024-01-24 23:47:11.207,12,11
2024-01-24 23:47:11.207,13,11
2024-01-24 23:47:11.207,14,11
2024-01-24 23:47:11.207,15,11
2024-01-24 23:47:11.207,16,11
2024-01-24 23:47:11.207,17,11
2024-01-24 23:47:11.207,18,11
2024-01-24 23:47:11.207,19,11
2024-01-24 23:47:11.207,20,11
2024-01-24 23:47:11.207,1,12
2024-01-24 23:47:11.207,2,12
2024-01-24 23:47:11.207,3,12
2024-01-24 23:47:11.207,4,12
2024-01-24 23:47:11.207,5,12
2024-01-24 23:47:11.207,6,12
2024-01-24 23:47:11.207,7,12
2024-01-24 23:47:11.207,8,12
2024-01-24 23:47:11.207,9,12
2024-01-24 23:47:11.207,10,12
2024-01-24 23:47:11.207,11,12
2024-01-24 23:47:11.207,12,12
2024-01-24 23:47:11.207,13,12
2024-01-24 23:47:11.207,14,12
2024-01-24 23:47:11.207,15,12
2024-01-24 23:47:11.207,16,12
2024-01-24 23:47:11.207,17,12
2024-01-24 23:47:11.207,18,12
2024-01-24 23:47:11.207,19,12
2024-01-24 23:47:11.207,20,12
2024-01-24 23:47:11.207,21,13
2024-01-24 23:47:11.207,22,13
2024-01-24 23:47:11.207,23,13
2024-01-24 23:47:11.207,24,13
2024-01-24 23:47:11.207,25,13
2024-01-24 23:47:11.207,26,13
2024-01-24 23:47:11.207,27,13
2024-01-24 23:47:11.207,28,13
2024-01-24 23:47:11.207,29,13
2024-01-24 23:47:11.207,30,13
2024-01-24 23:47:11.207,31,13
2024-01-24 23:47:11.207,32,13
2024-01-24 23:47:11.207,33,13
2024-01-24 23:47:11.207,34,13
2024-01-24 23:47:11.207,35,13
2024-01-24 23:47:11.207,36,13
2024-01-24 23:47:11.207,37,13
2024-01-24 23:47:11.207,38,13
2024-01-24 23:47:11.207,39,13
2024-01-24 23:47:11.207,40,13
2024-01-24 23:47:11.207,21,14
2024-01-24 23:47:11.207,22,14
2024-01-24 23:47:11.207,23,14
2024-01-24 23:47:11.207,24,14
2024-01-24 23:47:11.207,25,14
2024-01-24 23:47:11.207,26,14
2024-01-24 23:47:11.207,27,14
2024-01-24 23:47:11.207,28,14
2024-01-24 23:47:11.207,29,14
2024-01-24 23:47:11.207,30,14
2024-01-24 23:47:11.207,31,14
2024-01-24 23:47:11.207,32,14
2024-01-24 23:47:11.207,33,14
2024-01-24 23:47:11.207,34,14
2024-01-24 23:47:11.207,35,14
2024-01-24 23:47:11.207,36,14
2024-01-24 23:47:11.207,37,14
2024-01-24 23:47:11.207,38,14
2024-01-24 23:47:11.207,39,14
2024-01-24 23:47:11.207,40,14
2024-01-24 23:47:11.207,41,15
2024-01-24 23:47:11.207,42,15
2024-01-24 23:47:11.207,43,15
2024-01-24 23:47:11.207,44,15
2024-01-24 23:47:11.207,45,15
2024-01-24 23:47:11.207,46,15
2024-01-24 23:47:11.207,47,15
2024-01-24 23:47:11.207,48,15
2024-01-24 23:47:11.207,49,15
2024-01-24 23:47:11.207,50,15
2024-01-24 23:47:11.207,51,15
2024-01-24 23:47:11.207,52,15
2024-01-24 23:47:11.207,53,15
2024-01-24 23:47:11.207,54,15
2024-01-24 23:47:11.207,55,15
2024-01-24 23:47:11.207,56,15
2024-01-24 23:47:11.207,57,15
2024-01-24 23:47:11.207,58,15
2024-01-24 23:47:11.207,59,15
2024-01-24 23:47:11.207,60,15
2024-01-24 23:47:11.207,1,16
2024-01-24 23:47:11.207,2,16
2024-01-24 23:47:11.207,3,16
2024-01-24 23:47:11.207,4,16
2024-01-24 23:47:11.207,5,16
2024-01-24 23:47:11.207,6,16
2024-01-24 23:47:11.207,7,16
2024-01-24 23:47:11.207,8,16
2024-01-24 23:47:11.207,9,16
2024-01-24 23:47:11.207,10,16
2024-01-24 23:47:11.207,11,16
2024-01-24 23:47:11.207,12,16
2024-01-24 23:47:11.207,13,16
2024-01-24 23:47:11.207,14,16
2024-01-24 23:47:11.207,15,16
2024-01-24 23:47:11.207,16,16
2024-01-24 23:47:11.207,17,16
2024-01-24 23:47:11.207,18,16
2024-01-24 23:47:11.207,19,16
2024-01-24 23:47:11.207,20,16
2024-01-24 23:47:11.207,1,17
2024-01-24 23:47:11.207,2,17
2024-01-24 23:47:11.207,3,17
2024-01-24 23:47:11.207,4,17
2024-01-24 23:47:11.207,5,17
2024-01-24 23:47:11.207,6,17
2024-01-24 23:47:11.207,7,17
2024-01-24 23:47:11.207,8,17
2024-01-24 23:47:11.207,9,17
2024-01-24 23:47:11.207,10,17
2024-01-24 23:47:11.207,11,17
2024-01-24 23:47:11.207,12,17
2024-01-24 23:47:11.207,13,17
2024-01-24 23:47:11.207,14,17
2024-01-24 23:47:11.207,15,17
2024-01-24 23:47:11.207,16,17
2024-01-24 23:47:11.207,17,17
2024-01-24 23:47:11.207,18,17
2024-01-24 23:47:11.207,19,17
2024-01-24 23:47:11.207,20,17
2024-01-24 23:47:11.207,21,18
2024-01-24 23:47:11.207,22,18
2024-01-24 23:47:11.207,23,18
2024-01-24 23:47:11.207,24,18
2024-01-24 23:47:11.207,25,18
2024-01-24 23:47:11.207,26,18
2024-01-24 23:47:11.207,27,18
2024-01-24 23:47:11.207,28,18
2024-01-24 23:47:11.207,29,18
2024-01-24 23:47:11.207,30,18
2024-01-24 23:47:11.207,31,18
2024-01-24 23:47:11.207,32,18
2024-01-24 23:47:11.207,33,18
2024-01-24 23:47:11.207,34,18
2024-01-24 23:47:11.207,35,18
2024-01-24 23:47:11.207,36,18
2024-01-24 23:47:11.207,37,18
2024-01-24 23:47:11.207,38,18
2024-01-24 23:47:11.207,39,18
2024-01-24 23:47:11.207,40,18
2024-01-24 23:47:11.207,21,19
2024-01-24 23:47:11.207,22,19
2024-01-24 23:47:11.207,23,19
2024-01-24 23:47:11.207,24,19
2024-01-24 23:47:11.207,25,19
2024-01-24 23:47:11.207,26,19
2024-01-24 23:47:11.207,27,19
2024-01-24 23:47:11.207,28,19
2024-01-24 23:47:11.207,29,19
2024-01-24 23:47:11.207,30,19
2024-01-24 23:47:11.207,31,19
2024-01-24 23:47:11.207,32,19
2024-01-24 23:47:11.207,33,19
2024-01-24 23:47:11.207,34,19
2024-01-24 23:47:11.207,35,19
2024-01-24 23:47:11.207,36,19
2024-01-24 23:47:11.207,37,19
2024-01-24 23:47:11.207,38,19
2024-01-24 23:47:11.207,39,19
2024-01-24 23:47:11.207,40,19
2024-01-24 23:47:11.207,41,20
2024-01-24 23:47:11.207,42,20
2024-01-24 23:47:11.207,43,20
2024-01-24 23:47:11.207,44,20
2024-01-24 23:47:11.207,45,20
2024-01-24 23:47:11.207,46,20
2024-01-24 23:47:11.207,47,20
2024-01-24 23:47:11.207,48,20
2024-01-24 23:47:11.207,49,20
2024-01-24 23:47:11.207,50,20
2024-01-24 23:47:11.207,51,20
2024-01-24 23:47:11.207,52,20
2024-01-24 23:47:11.207,53,20
2024-01-24 23:47:11.207,54,20
2024-01-24 23:47:11.207,55,20
2024-01-24 23:47:11.207,56,20
2024-01-24 23:47:11.207,57,20
2024-01-24 23:47:11.207,58,20
2024-01-24 23:47:11.207,59,20
2024-01-24 23:47:11.207,60,20
2024-01-24 23:47:11.207,61,21
2024-01-24 23:47:11.207,62,21
2024-01-24 23:47:11.207,63,21
2024-01-24 23:47:11.207,64,21
2024-01-24 23:47:11.207,65,21
2024-01-24 23:47:11.207,66,21
2024-01-24 23:47:11.207,67,21
2024-01-24 23:47:11.207,68,21
2024-01-24 23:47:11.207,69,21
2024-01-24 23:47:11.207,70,21
2024-01-24 23:47:11.207,71,21
2024-01-24 23:47:11.207,72,21
2024-01-24 23:47:11.207,73,21
2024-01-24 23:47:11.207,74,21
2024-01-24 23:47:11.207,75,21
2024-01-24 23:47:11.207,76,21
2024-01-24 23:47:11.207,77,21
2024-01-24 23:47:11.207,78,21
2024-01-24 23:47:11.207,79,21
2024-01-24 23:47:11.207,80,21
2024-01-24 23:47:11.207,61,22
2024-01-24 23:47:11.207,62,22
2024-01-24 23:47:11.207,63,22
2024-01-24 23:47:11.207,64,22
2024-01-24 23:47:11.207,65,22
2024-01-24 23:47:11.207,66,22
2024-01-24 23:47:11.207,67,22
2024-01-24 23:47:11.207,68,22
2024-01-24 23:47:11.207,69,22
2024-01-24 23:47:11.207,70,22
2024-01-24 23:47:11.207,71,22
2024-01-24 23:47:11.207,72,22
2024-01-24 23:47:11.207,73,22
2024-01-24 23:47:11.207,74,22
2024-01-24 23:47:11.207,75,22
2024-01-24 23:47:11.207,76,22
2024-01-24 23:47:11.207,77,22
2024-01-24 23:47:11.207,78,22
2024-01-24 23:47:11.207,79,22
2024-01-24 23:47:11.207,80,22
2024-01-24 23:47:11.207,81,23
2024-01-24 23:47:11.207,82,23
2024-01-24 23:47:11.207,83,23
2024-01-24 23:47:11.207,84,23
2024-01-24 23:47:11.207,85,23
2024-01-24 23:47:11.207,86,23
2024-01-24 23:47:11.207,87,23
2024-01-24 23:47:11.207,88,23
2024-01-24 23:47:11.207,89,23
2024-01-24 23:47:11.207,90,23
2024-01-24 23:47:11.207,91,23
2024-01-24 23:47:11.207,92,23
2024-01-24 23:47:11.207,93,23
2024-01-24 23:47:11.207,94,23
2024-01-24 23:47:11.207,95,23
2024-01-24 23:47:11.207,96,23
2024-01-24 23:47:11.207,97,23
2024-01-24 23:47:11.207,98,23
2024-01-24 23:47:11.207,99,23
2024-01-24 23:47:11.207,100,23
2024-01-24 23:47:11.207,81,24
2024-01-24 23:47:11.207,82,24
2024-01-24 23:47:11.207,83,24
2024-01-24 23:47:11.207,84,24
2024-01-24 23:47:11.207,85,24
2024-01-24 23:47:11.207,86,24
2024-01-24 23:47:11.207,87,24
2024-01-24 23:47:11.207,88,24
2024-01-24 23:47:11.207,89,24
2024-01-24 23:47:11.207,90,24
2024-01-24 23:47:11.207,91,24
2024-01-24 23:47:11.207,92,24
2024-01-24 23:47:11.207,93,24
2024-01-24 23:47:11.207,94,24
2024-01-24 23:47:11.207,95,24
2024-01-24 23:47:11.207,96,24
2024-01-24 23:47:11.207,97,24
2024-01-24 23:47:11.207,98,24
2024-01-24 23:47:11.207,99,24
2024-01-24 23:47:11.207,100,24
2024-01-24 23:47:11.207,101,25
2024-01-24 23:47:11.207,102,25
2024-01-24 23:47:11.207,103,25
2024-01-24 23:47:11.207,104,25
2024-01-24 23:47:11.207,105,25
2024-01-24 23:47:11.207,106,25
2024-01-24 23:47:11.207,107,25
2024-01-24 23:47:11.207,108,25
2024-01-24 23:47:11.207,109,25
2024-01-24 23:47:11.207,110,25
2024-01-24 23:47:11.207,111,25
2024-01-24 23:47:11.207,112,25
2024-01-24 23:47:11.207,113,25
2024-01-24 23:47:11.207,114,25
2024-01-24 23:47:11.207,115,25
2024-01-24 23:47:11.207,116,25
2024-01-24 23:47:11.207,117,25
2024-01-24 23:47:11.207,118,25
2024-01-24 23:47:11.207,119,25
2024-01-24 23:47:11.207,120,25
2024-01-24 23:47:11.207,61,26
2024-01-24 23:47:11.207,62,26
2024-01-24 23:47:11.207,63,26
2024-01-24 23:47:11.207,64,26
2024-01-24 23:47:11.207,65,26
2024-01-24 23:47:11.207,66,26
2024-01-24 23:47:11.207,67,26
2024-01-24 23:47:11.207,68,26
2024-01-24 23:47:11.207,69,26
2024-01-24 23:47:11.207,70,26
2024-01-24 23:47:11.207,71,26
2024-01-24 23:47:11.207,72,26
2024-01-24 23:47:11.207,73,26
2024-01-24 23:47:11.207,74,26
2024-01-24 23:47:11.207,75,26
2024-01-24 23:47:11.207,76,26
2024-01-24 23:47:11.207,77,26
2024-01-24 23:47:11.207,78,26
2024-01-24 23:47:11.207,79,26
2024-01-24 23:47:11.207,80,26
2024-01-24 23:47:11.207,61,27
2024-01-24 23:47:11.207,62,27
2024-01-24 23:47:11.207,63,27
2024-01-24 23:47:11.207,64,27
2024-01-24 23:47:11.207,65,27
2024-01-24 23:47:11.207,66,27
2024-01-24 23:47:11.207,67,27
2024-01-24 23:47:11.207,68,27
2024-01-24 23:47:11.207,69,27
2024-01-24 23:47:11.207,70,27
2024-01-24 23:47:11.207,71,27
2024-01-24 23:47:11.207,72,27
2024-01-24 23:47:11.207,73,27
2024-01-24 23:47:11.207,74,27
2024-01-24 23:47:11.207,75,27
2024-01-24 23:47:11.207,76,27
2024-01-24 23:47:11.207,77,27
2024-01-24 23:47:11.207,78,27
2024-01-24 23:47:11.207,79,27
2024-01-24 23:47:11.207,80,27
2024-01-24 23:47:11.207,81,28
2024-01-24 23:47:11.207,82,28
2024-01-24 23:47:11.207,83,28
2024-01-24 23:47:11.207,84,28
2024-01-24 23:47:11.207,85,28
2024-01-24 23:47:11.207,86,28
2024-01-24 23:47:11.207,87,28
2024-01-24 23:47:11.207,88,28
2024-01-24 23:47:11.207,89,28
2024-01-24 23:47:11.207,90,28
2024-01-24 23:47:11.207,91,28
2024-01-24 23:47:11.207,92,28
2024-01-24 23:47:11.207,93,28
2024-01-24 23:47:11.207,94,28
2024-01-24 23:47:11.207,95,28
2024-01-24 23:47:11.207,96,28
2024-01-24 23:47:11.207,97,28
2024-01-24 23:47:11.207,98,28
2024-01-24 23:47:11.207,99,28
2024-01-24 23:47:11.207,100,28
2024-01-24 23:47:11.207,81,29
2024-01-24 23:47:11.207,82,29
2024-01-24 23:47:11.207,83,29
2024-01-24 23:47:11.207,84,29
2024-01-24 23:47:11.207,85,29
2024-01-24 23:47:11.207,86,29
2024-01-24 23:47:11.207,87,29
2024-01-24 23:47:11.207,88,29
2024-01-24 23:47:11.207,89,29
2024-01-24 23:47:11.207,90,29
2024-01-24 23:47:11.207,91,29
2024-01-24 23:47:11.207,92,29
2024-01-24 23:47:11.207,93,29
2024-01-24 23:47:11.207,94,29
2024-01-24 23:47:11.207,95,29
2024-01-24 23:47:11.207,96,29
2024-01-24 23:47:11.207,97,29
2024-01-24 23:47:11.207,98,29
2024-01-24 23:47:11.207,99,29
2024-01-24 23:47:11.207,100,29
2024-01-24 23:47:11.207,101,30
2024-01-24 23:47:11.207,102,30
2024-01-24 23:47:11.207,103,30
2024-01-24 23:47:11.207,104,30
2024-01-24 23:47:11.207,105,30
2024-01-24 23:47:11.207,106,30
2024-01-24 23:47:11.207,107,30
2024-01-24 23:47:11.207,108,30
2024-01-24 23:47:11.207,109,30
2024-01-24 23:47:11.207,110,30
2024-01-24 23:47:11.207,111,30
2024-01-24 23:47:11.207,112,30
2024-01-24 23:47:11.207,113,30
2024-01-24 23:47:11.207,114,30
2024-01-24 23:47:11.207,115,30
2024-01-24 23:47:11.207,116,30
2024-01-24 23:47:11.207,117,30
2024-01-24 23:47:11.207,118,30
2024-01-24 23:47:11.207,119,30
2024-01-24 23:47:11.207,120,30
2024-01-24 23:47:11.207,61,31
2024-01-24 23:47:11.207,62,31
2024-01-24 23:47:11.207,63,31
2024-01-24 23:47:11.207,64,31
2024-01-24 23:47:11.207,65,31
2024-01-24 23:47:11.207,66,31
2024-01-24 23:47:11.207,67,31
2024-01-24 23:47:11.207,68,31
2024-01-24 23:47:11.207,69,31
2024-01-24 23:47:11.207,70,31
2024-01-24 23:47:11.207,71,31
2024-01-24 23:47:11.207,72,31
2024-01-24 23:47:11.207,73,31
2024-01-24 23:47:11.207,74,31
2024-01-24 23:47:11.207,75,31
2024-01-24 23:47:11.207,76,31
2024-01-24 23:47:11.207,77,31
2024-01-24 23:47:11.207,78,31
2024-01-24 23:47:11.207,79,31
2024-01-24 23:47:11.207,80,31
2024-01-24 23:47:11.207,61,32
2024-01-24 23:47:11.207,62,32
2024-01-24 23:47:11.207,63,32
2024-01-24 23:47:11.207,64,32
2024-01-24 23:47:11.207,65,32
2024-01-24 23:47:11.207,66,32
2024-01-24 23:47:11.207,67,32
2024-01-24 23:47:11.207,68,32
2024-01-24 23:47:11.207,69,32
2024-01-24 23:47:11.207,70,32
2024-01-24 23:47:11.207,71,32
2024-01-24 23:47:11.207,72,32
2024-01-24 23:47:11.207,73,32
2024-01-24 23:47:11.207,74,32
2024-01-24 23:47:11.207,75,32
2024-01-24 23:47:11.207,76,32
2024-01-24 23:47:11.207,77,32
2024-01-24 23:47:11.207,78,32
2024-01-24 23:47:11.207,79,32
2024-01-24 23:47:11.207,80,32
2024-01-24 23:47:11.207,81,33
2024-01-24 23:47:11.207,82,33
2024-01-24 23:47:11.207,83,33
2024-01-24 23:47:11.207,84,33
2024-01-24 23:47:11.207,85,33
2024-01-24 23:47:11.207,86,33
2024-01-24 23:47:11.207,87,33
2024-01-24 23:47:11.207,88,33
2024-01-24 23:47:11.207,89,33
2024-01-24 23:47:11.207,90,33
2024-01-24 23:47:11.207,91,33
2024-01-24 23:47:11.207,92,33
2024-01-24 23:47:11.207,93,33
2024-01-24 23:47:11.207,94,33
2024-01-24 23:47:11.207,95,33
2024-01-24 23:47:11.207,96,33
2024-01-24 23:47:11.207,97,33
2024-01-24 23:47:11.207,98,33
2024-01-24 23:47:11.207,99,33
2024-01-24 23:47:11.207,100,33
2024-01-24 23:47:11.207,81,34
2024-01-24 23:47:11.207,82,34
2024-01-24 23:47:11.207,83,34
2024-01-24 23:47:11.207,84,34
2024-01-24 23:47:11.207,85,34
2024-01-24 23:47:11.207,86,34
2024-01-24 23:47:11.207,87,34
2024-01-24 23:47:11.207,88,34
2024-01-24 23:47:11.207,89,34
2024-01-24 23:47:11.207,90,34
2024-01-24 23:47:11.207,91,34
2024-01-24 23:47:11.207,92,34
2024-01-24 23:47:11.207,93,34
2024-01-24 23:47:11.207,94,34
2024-01-24 23:47:11.207,95,34
2024-01-24 23:47:11.207,96,34
2024-01-24 23:47:11.207,97,34
2024-01-24 23:47:11.207,98,34
2024-01-24 23:47:11.207,99,34
2024-01-24 23:47:11.207,100,34
2024-01-24 23:47:11.207,101,35
2024-01-24 23:47:11.207,102,35
2024-01-24 23:47:11.207,103,35
2024-01-24 23:47:11.207,104,35
2024-01-24 23:47:11.207,105,35
2024-01-24 23:47:11.207,106,35
2024-01-24 23:47:11.207,107,35
2024-01-24 23:47:11.207,108,35
2024-01-24 23:47:11.207,109,35
2024-01-24 23:47:11.207,110,35
2024-01-24 23:47:11.207,111,35
2024-01-24 23:47:11.207,112,35
2024-01-24 23:47:11.207,113,35
2024-01-24 23:47:11.207,114,35
2024-01-24 23:47:11.207,115,35
2024-01-24 23:47:11.207,116,35
2024-01-24 23:47:11.207,117,35
2024-01-24 23:47:11.207,118,35
2024-01-24 23:47:11.207,119,35
2024-01-24 23:47:11.207,120,35
2024-01-24 23:47:11.207,61,36
2024-01-24 23:47:11.207,62,36
2024-01-24 23:47:11.207,63,36
2024-01-24 23:47:11.207,64,36
2024-01-24 23:47:11.207,65,36
2024-01-24 23:47:11.207,66,36
2024-01-24 23:47:11.207,67,36
2024-01-24 23:47:11.207,68,36
2024-01-24 23:47:11.207,69,36
2024-01-24 23:47:11.207,70,36
2024-01-24 23:47:11.207,71,36
2024-01-24 23:47:11.207,72,36
2024-01-24 23:47:11.207,73,36
2024-01-24 23:47:11.207,74,36
2024-01-24 23:47:11.207,75,36
2024-01-24 23:47:11.207,76,36
2024-01-24 23:47:11.207,77,36
2024-01-24 23:47:11.207,78,36
2024-01-24 23:47:11.207,79,36
2024-01-24 23:47:11.207,80,36
2024-01-24 23:47:11.207,61,37
2024-01-24 23:47:11.207,62,37
2024-01-24 23:47:11.207,63,37
2024-01-24 23:47:11.207,64,37
2024-01-24 23:47:11.207,65,37
2024-01-24 23:47:11.207,66,37
2024-01-24 23:47:11.207,67,37
2024-01-24 23:47:11.207,68,37
2024-01-24 23:47:11.207,69,37
2024-01-24 23:47:11.207,70,37
2024-01-24 23:47:11.207,71,37
2024-01-24 23:47:11.207,72,37
2024-01-24 23:47:11.207,73,37
2024-01-24 23:47:11.207,74,37
