exam_submission_datetime,student_id,exam_id,question_id,answer_id
2024-01-26 09:56:32.723,5,18,67,334
2024-01-26 09:56:32.723,5,18,68,339
2024-01-26 09:56:32.723,5,18,69,344
2024-01-26 09:56:32.723,5,18,70,349
2024-01-26 09:56:32.723,5,18,71,354
2024-01-26 09:56:32.723,5,18,72,357
2024-01-26 09:56:32.723,6,3,5,24
2024-01-26 09:56:32.723,6,3,6,29
2024-01-26 09:56:32.723,6,3,7,34
2024-01-26 09:56:32.723,6,3,8,39
2024-01-26 09:56:32.723,6,3,9,44
2024-01-26 09:56:32.723,6,3,10,47
2024-01-26 09:56:32.723,6,3,11,52
2024-01-26 09:56:32.723,6,3,12,57
2024-01-26 09:56:32.723,6,6,17,84
2024-01-26 09:56:32.723,6,6,18,89
2024-01-26 09:56:32.723,6,6,19,94
2024-01-26 09:56:32.723,6,6,20,99
2024-01-26 09:56:32.723,6,6,21,104
2024-01-26 09:56:32.723,6,6,22,107
2024-01-26 09:56:32.723,6,6,23,112
2024-01-26 09:56:32.723,6,6,24,117
2024-01-26 09:56:32.723,6,15,53,264
2024-01-26 09:56:32.723,6,15,54,269
2024-01-26 09:56:32.723,6,15,55,274
2024-01-26 09:56:32.723,6,15,56,279
2024-01-26 09:56:32.723,6,15,57,284
2024-01-26 09:56:32.723,6,15,58,289
2024-01-26 09:56:32.723,6,15,59,292
2024-01-26 09:56:32.723,6,15,60,297
2024-01-26 09:56:32.723,6,18,65,324
2024-01-26 09:56:32.723,6,18,66,329
2024-01-26 09:56:32.723,6,18,67,334
2024-01-26 09:56:32.723,6,18,68,339
2024-01-26 09:56:32.723,6,18,69,342
2024-01-26 09:56:32.723,6,18,70,347
2024-01-26 09:56:32.723,6,18,71,352
2024-01-26 09:56:32.723,6,18,72,357
2024-01-26 09:56:32.723,7,3,5,24
2024-01-26 09:56:32.723,7,3,6,29
2024-01-26 09:56:32.723,7,3,7,34
2024-01-26 09:56:32.723,7,3,8,39
2024-01-26 09:56:32.723,7,3,9,44
2024-01-26 09:56:32.723,7,3,10,47
2024-01-26 09:56:32.723,7,3,11,52
2024-01-26 09:56:32.723,7,3,12,57
2024-01-26 09:56:32.723,7,6,17,84
2024-01-26 09:56:32.723,7,6,18,89
2024-01-26 09:56:32.723,7,6,19,94
2024-01-26 09:56:32.723,7,6,20,99
2024-01-26 09:56:32.723,7,6,21,104
2024-01-26 09:56:32.723,7,6,22,109
2024-01-26 09:56:32.723,7,6,23,112
2024-01-26 09:56:32.723,7,6,24,117
2024-01-26 09:56:32.723,7,15,53,262
2024-01-26 09:56:32.723,7,15,54,267
2024-01-26 09:56:32.723,7,15,55,272
2024-01-26 09:56:32.723,7,15,56,277
2024-01-26 09:56:32.723,7,15,57,282
2024-01-26 09:56:32.723,7,15,58,287
2024-01-26 09:56:32.723,7,15,59,292
2024-01-26 09:56:32.723,7,15,60,297
2024-01-26 09:56:32.723,7,18,65,324
2024-01-26 09:56:32.723,7,18,66,329
2024-01-26 09:56:32.723,7,18,67,334
2024-01-26 09:56:32.723,7,18,68,339
2024-01-26 09:56:32.723,7,18,69,344
2024-01-26 09:56:32.723,7,18,70,349
2024-01-26 09:56:32.723,7,18,71,352
2024-01-26 09:56:32.723,7,18,72,357
2024-01-26 09:56:32.723,8,3,5,24
2024-01-26 09:56:32.723,8,3,6,27
2024-01-26 09:56:32.723,8,3,7,32
2024-01-26 09:56:32.723,8,3,8,37
2024-01-26 09:56:32.723,8,3,9,42
2024-01-26 09:56:32.723,8,3,10,47
2024-01-26 09:56:32.723,8,3,11,52
2024-01-26 09:56:32.723,8,3,12,57
2024-01-26 09:56:32.723,8,6,17,84
2024-01-26 09:56:32.723,8,6,18,89
2024-01-26 09:56:32.723,8,6,19,94
2024-01-26 09:56:32.723,8,6,20,97
2024-01-26 09:56:32.723,8,6,21,102
2024-01-26 09:56:32.723,8,6,22,107
2024-01-26 09:56:32.723,8,6,23,112
2024-01-26 09:56:32.723,8,6,24,117
2024-01-26 09:56:32.723,8,15,53,264
2024-01-26 09:56:32.723,8,15,54,269
2024-01-26 09:56:32.723,8,15,55,274
2024-01-26 09:56:32.723,8,15,56,279
2024-01-26 09:56:32.723,8,15,57,284
2024-01-26 09:56:32.723,8,15,58,289
2024-01-26 09:56:32.723,8,15,59,294
2024-01-26 09:56:32.723,8,15,60,297
2024-01-26 09:56:32.723,8,18,65,324
2024-01-26 09:56:32.723,8,18,66,329
2024-01-26 09:56:32.723,8,18,67,334
2024-01-26 09:56:32.723,8,18,68,339
2024-01-26 09:56:32.723,8,18,69,344
2024-01-26 09:56:32.723,8,18,70,349
2024-01-26 09:56:32.723,8,18,71,352
2024-01-26 09:56:32.723,8,18,72,357
2024-01-26 09:56:32.723,9,3,5,24
2024-01-26 09:56:32.723,9,3,6,29
2024-01-26 09:56:32.723,9,3,7,34
2024-01-26 09:56:32.723,9,3,8,39
2024-01-26 09:56:32.723,9,3,9,44
2024-01-26 09:56:32.723,9,3,10,49
2024-01-26 09:56:32.723,9,3,11,52
2024-01-26 09:56:32.723,9,3,12,57
2024-01-26 09:56:32.723,9,6,17,84
2024-01-26 09:56:32.723,9,6,18,89
2024-01-26 09:56:32.723,9,6,19,94
2024-01-26 09:56:32.723,9,6,20,99
2024-01-26 09:56:32.723,9,6,21,104
2024-01-26 09:56:32.723,9,6,22,109
2024-01-26 09:56:32.723,9,6,23,112
2024-01-26 09:56:32.723,9,6,24,117
2024-01-26 09:56:32.723,9,15,53,264
2024-01-26 09:56:32.723,9,15,54,269
2024-01-26 09:56:32.723,9,15,55,274
2024-01-26 09:56:32.723,9,15,56,277
2024-01-26 09:56:32.723,9,15,57,282
2024-01-26 09:56:32.723,9,15,58,287
2024-01-26 09:56:32.723,9,15,59,292
2024-01-26 09:56:32.723,9,15,60,297
2024-01-26 09:56:32.723,9,18,65,324
2024-01-26 09:56:32.723,9,18,66,329
2024-01-26 09:56:32.723,9,18,67,334
2024-01-26 09:56:32.723,9,18,68,337
2024-01-26 09:56:32.723,9,18,69,342
2024-01-26 09:56:32.723,9,18,70,347
2024-01-26 09:56:32.723,9,18,71,352
2024-01-26 09:56:32.723,9,18,72,357
2024-01-26 09:56:32.723,10,3,5,24
2024-01-26 09:56:32.723,10,3,6,29
2024-01-26 09:56:32.723,10,3,7,34
2024-01-26 09:56:32.723,10,3,8,39
2024-01-26 09:56:32.723,10,3,9,44
2024-01-26 09:56:32.723,10,3,10,47
2024-01-26 09:56:32.723,10,3,11,52
2024-01-26 09:56:32.723,10,3,12,57
2024-01-26 09:56:32.723,10,6,17,82
2024-01-26 09:56:32.723,10,6,18,87
2024-01-26 09:56:32.723,10,6,19,92
2024-01-26 09:56:32.723,10,6,20,97
2024-01-26 09:56:32.723,10,6,21,102
2024-01-26 09:56:32.723,10,6,22,107
2024-01-26 09:56:32.723,10,6,23,112
2024-01-26 09:56:32.723,10,6,24,117
2024-01-26 09:56:32.723,10,15,53,264
2024-01-26 09:56:32.723,10,15,54,269
2024-01-26 09:56:32.723,10,15,55,274
2024-01-26 09:56:32.723,10,15,56,279
2024-01-26 09:56:32.723,10,15,57,284
2024-01-26 09:56:32.723,10,15,58,287
2024-01-26 09:56:32.723,10,15,59,292
2024-01-26 09:56:32.723,10,15,60,297
2024-01-26 09:56:32.723,10,18,65,324
2024-01-26 09:56:32.723,10,18,66,329
2024-01-26 09:56:32.723,10,18,67,334
2024-01-26 09:56:32.723,10,18,68,339
2024-01-26 09:56:32.723,10,18,69,344
2024-01-26 09:56:32.723,10,18,70,347
2024-01-26 09:56:32.723,10,18,71,352
2024-01-26 09:56:32.723,10,18,72,357
2024-01-26 09:56:32.723,11,3,5,24
2024-01-26 09:56:32.723,11,3,6,29
2024-01-26 09:56:32.723,11,3,7,34
2024-01-26 09:56:32.723,11,3,8,39
2024-01-26 09:56:32.723,11,3,9,44
2024-01-26 09:56:32.723,11,3,10,49
2024-01-26 09:56:32.723,11,3,11,54
2024-01-26 09:56:32.723,11,3,12,57
2024-01-26 09:56:32.723,11,6,17,84
2024-01-26 09:56:32.723,11,6,18,89
2024-01-26 09:56:32.723,11,6,19,94
2024-01-26 09:56:32.723,11,6,20,99
2024-01-26 09:56:32.723,11,6,21,104
2024-01-26 09:56:32.723,11,6,22,109
2024-01-26 09:56:32.723,11,6,23,112
2024-01-26 09:56:32.723,11,6,24,117
2024-01-26 09:56:32.723,11,15,53,264
2024-01-26 09:56:32.723,11,15,54,267
2024-01-26 09:56:32.723,11,15,55,272
2024-01-26 09:56:32.723,11,15,56,277
2024-01-26 09:56:32.723,11,15,57,282
2024-01-26 09:56:32.723,11,15,58,287
2024-01-26 09:56:32.723,11,15,59,292
2024-01-26 09:56:32.723,11,15,60,297
2024-01-26 09:56:32.723,11,18,65,324
2024-01-26 09:56:32.723,11,18,66,329
2024-01-26 09:56:32.723,11,18,67,332
2024-01-26 09:56:32.723,11,18,68,337
2024-01-26 09:56:32.723,11,18,69,342
2024-01-26 09:56:32.723,11,18,70,347
2024-01-26 09:56:32.723,11,18,71,352
2024-01-26 09:56:32.723,11,18,72,357
2024-01-26 09:56:32.723,12,3,5,24
2024-01-26 09:56:32.723,12,3,6,29
2024-01-26 09:56:32.723,12,3,7,34
2024-01-26 09:56:32.723,12,3,8,39
2024-01-26 09:56:32.723,12,3,9,44
2024-01-26 09:56:32.723,12,3,10,47
2024-01-26 09:56:32.723,12,3,11,52
2024-01-26 09:56:32.723,12,3,12,57
2024-01-26 09:56:32.723,12,6,17,84
2024-01-26 09:56:32.723,12,6,18,89
2024-01-26 09:56:32.723,12,6,19,94
2024-01-26 09:56:32.723,12,6,20,99
2024-01-26 09:56:32.723,12,6,21,104
2024-01-26 09:56:32.723,12,6,22,109
2024-01-26 09:56:32.723,12,6,23,114
2024-01-26 09:56:32.723,12,6,24,117
2024-01-26 09:56:32.723,12,15,53,264
2024-01-26 09:56:32.723,12,15,54,269
2024-01-26 09:56:32.723,12,15,55,274
2024-01-26 09:56:32.723,12,15,56,279
2024-01-26 09:56:32.723,12,15,57,284
2024-01-26 09:56:32.723,12,15,58,289
2024-01-26 09:56:32.723,12,15,59,292
2024-01-26 09:56:32.723,12,15,60,297
2024-01-26 09:56:32.723,12,18,65,324
2024-01-26 09:56:32.723,12,18,66,329
2024-01-26 09:56:32.723,12,18,67,334
2024-01-26 09:56:32.723,12,18,68,337
2024-01-26 09:56:32.723,12,18,69,342
2024-01-26 09:56:32.723,12,18,70,347
2024-01-26 09:56:32.723,12,18,71,352
2024-01-26 09:56:32.723,12,18,72,357
2024-01-26 09:56:32.723,13,3,5,24
2024-01-26 09:56:32.723,13,3,6,29
2024-01-26 09:56:32.723,13,3,7,34
2024-01-26 09:56:32.723,13,3,8,39
2024-01-26 09:56:32.723,13,3,9,42
2024-01-26 09:56:32.723,13,3,10,47
2024-01-26 09:56:32.723,13,3,11,52
2024-01-26 09:56:32.723,13,3,12,57
2024-01-26 09:56:32.723,13,6,17,84
2024-01-26 09:56:32.723,13,6,18,89
2024-01-26 09:56:32.723,13,6,19,94
2024-01-26 09:56:32.723,13,6,20,99
2024-01-26 09:56:32.723,13,6,21,104
2024-01-26 09:56:32.723,13,6,22,109
2024-01-26 09:56:32.723,13,6,23,112
2024-01-26 09:56:32.723,13,6,24,117
2024-01-26 09:56:32.723,13,15,53,264
2024-01-26 09:56:32.723,13,15,54,269
2024-01-26 09:56:32.723,13,15,55,274
2024-01-26 09:56:32.723,13,15,56,277
2024-01-26 09:56:32.723,13,15,57,282
2024-01-26 09:56:32.723,13,15,58,287
2024-01-26 09:56:32.723,13,15,59,292
2024-01-26 09:56:32.723,13,15,60,297
2024-01-26 09:56:32.723,13,18,65,322
2024-01-26 09:56:32.723,13,18,66,327
2024-01-26 09:56:32.723,13,18,67,332
2024-01-26 09:56:32.723,13,18,68,337
2024-01-26 09:56:32.723,13,18,69,342
2024-01-26 09:56:32.723,13,18,70,347
2024-01-26 09:56:32.723,13,18,71,352
2024-01-26 09:56:32.723,13,18,72,357
2024-01-26 09:56:32.723,14,3,5,24
2024-01-26 09:56:32.723,14,3,6,29
2024-01-26 09:56:32.723,14,3,7,34
2024-01-26 09:56:32.723,14,3,8,39
2024-01-26 09:56:32.723,14,3,9,44
2024-01-26 09:56:32.723,14,3,10,49
2024-01-26 09:56:32.723,14,3,11,52
2024-01-26 09:56:32.723,14,3,12,57
2024-01-26 09:56:32.723,14,6,17,84
2024-01-26 09:56:32.723,14,6,18,89
2024-01-26 09:56:32.723,14,6,19,94
2024-01-26 09:56:32.723,14,6,20,99
2024-01-26 09:56:32.723,14,6,21,104
2024-01-26 09:56:32.723,14,6,22,107
2024-01-26 09:56:32.723,14,6,23,112
2024-01-26 09:56:32.723,14,6,24,117
2024-01-26 09:56:32.723,14,15,53,264
2024-01-26 09:56:32.723,14,15,54,269
2024-01-26 09:56:32.723,14,15,55,274
2024-01-26 09:56:32.723,14,15,56,279
2024-01-26 09:56:32.723,14,15,57,284
2024-01-26 09:56:32.723,14,15,58,287
2024-01-26 09:56:32.723,14,15,59,292
2024-01-26 09:56:32.723,14,15,60,297
2024-01-26 09:56:32.723,14,18,65,324
2024-01-26 09:56:32.723,14,18,66,329
2024-01-26 09:56:32.723,14,18,67,334
2024-01-26 09:56:32.723,14,18,68,339
2024-01-26 09:56:32.723,14,18,69,344
2024-01-26 09:56:32.723,14,18,70,347
2024-01-26 09:56:32.723,14,18,71,352
2024-01-26 09:56:32.723,14,18,72,357
2024-01-26 09:56:32.723,15,3,5,22
2024-01-26 09:56:32.723,15,3,6,27
2024-01-26 09:56:32.723,15,3,7,32
2024-01-26 09:56:32.723,15,3,8,37
2024-01-26 09:56:32.723,15,3,9,42
2024-01-26 09:56:32.723,15,3,10,47
2024-01-26 09:56:32.723,15,3,11,52
2024-01-26 09:56:32.723,15,3,12,57
2024-01-26 09:56:32.723,15,6,17,84
2024-01-26 09:56:32.723,15,6,18,89
2024-01-26 09:56:32.723,15,6,19,94
2024-01-26 09:56:32.723,15,6,20,99
2024-01-26 09:56:32.723,15,6,21,104
2024-01-26 09:56:32.723,15,6,22,107
2024-01-26 09:56:32.723,15,6,23,112
2024-01-26 09:56:32.723,15,6,24,117
2024-01-26 09:56:32.723,15,15,53,262
2024-01-26 09:56:32.723,15,15,54,267
2024-01-26 09:56:32.723,15,15,55,272
2024-01-26 09:56:32.723,15,15,56,277
2024-01-26 09:56:32.723,15,15,57,282
2024-01-26 09:56:32.723,15,15,58,287
2024-01-26 09:56:32.723,15,15,59,292
2024-01-26 09:56:32.723,15,15,60,297
2024-01-26 09:56:32.723,15,18,65,324
2024-01-26 09:56:32.723,15,18,66,329
2024-01-26 09:56:32.723,15,18,67,334
2024-01-26 09:56:32.723,15,18,68,339
2024-01-26 09:56:32.723,15,18,69,344
2024-01-26 09:56:32.723,15,18,70,349
2024-01-26 09:56:32.723,15,18,71,352
2024-01-26 09:56:32.723,15,18,72,357
2024-01-26 09:56:32.723,16,3,5,24
2024-01-26 09:56:32.723,16,3,6,29
2024-01-26 09:56:32.723,16,3,7,34
2024-01-26 09:56:32.723,16,3,8,39
2024-01-26 09:56:32.723,16,3,9,44
2024-01-26 09:56:32.723,16,3,10,49
2024-01-26 09:56:32.723,16,3,11,54
2024-01-26 09:56:32.723,16,3,12,57
2024-01-26 09:56:32.723,16,6,17,84
2024-01-26 09:56:32.723,16,6,18,89
2024-01-26 09:56:32.723,16,6,19,94
2024-01-26 09:56:32.723,16,6,20,99
2024-01-26 09:56:32.723,16,6,21,104
2024-01-26 09:56:32.723,16,6,22,109
2024-01-26 09:56:32.723,16,6,23,112
2024-01-26 09:56:32.723,16,6,24,117
2024-01-26 09:56:32.723,16,15,53,264
2024-01-26 09:56:32.723,16,15,54,269
2024-01-26 09:56:32.723,16,15,55,274
2024-01-26 09:56:32.723,16,15,56,277
2024-01-26 09:56:32.723,16,15,57,282
2024-01-26 09:56:32.723,16,15,58,287
2024-01-26 09:56:32.723,16,15,59,292
2024-01-26 09:56:32.723,16,15,60,297
2024-01-26 09:56:32.723,16,18,65,322
2024-01-26 09:56:32.723,16,18,66,327
2024-01-26 09:56:32.723,16,18,67,332
2024-01-26 09:56:32.723,16,18,68,337
2024-01-26 09:56:32.723,16,18,69,342
2024-01-26 09:56:32.723,16,18,70,347
2024-01-26 09:56:32.723,16,18,71,352
2024-01-26 09:56:32.723,16,18,72,357
2024-01-26 09:56:32.723,17,3,5,24
2024-01-26 09:56:32.723,17,3,6,29
2024-01-26 09:56:32.723,17,3,7,32
2024-01-26 09:56:32.723,17,3,8,37
2024-01-26 09:56:32.723,17,3,9,42
2024-01-26 09:56:32.723,17,3,10,47
2024-01-26 09:56:32.723,17,3,11,52
2024-01-26 09:56:32.723,17,3,12,57
2024-01-26 09:56:32.723,17,6,17,84
2024-01-26 09:56:32.723,17,6,18,89
2024-01-26 09:56:32.723,17,6,19,94
2024-01-26 09:56:32.723,17,6,20,99
2024-01-26 09:56:32.723,17,6,21,104
2024-01-26 09:56:32.723,17,6,22,107
2024-01-26 09:56:32.723,17,6,23,112
2024-01-26 09:56:32.723,17,6,24,117
2024-01-26 09:56:32.723,17,15,53,262
2024-01-26 09:56:32.723,17,15,54,267
2024-01-26 09:56:32.723,17,15,55,272
2024-01-26 09:56:32.723,17,15,56,277
2024-01-26 09:56:32.723,17,15,57,282
2024-01-26 09:56:32.723,17,15,58,287
2024-01-26 09:56:32.723,17,15,59,292
2024-01-26 09:56:32.723,17,15,60,297
2024-01-26 09:56:32.723,17,18,65,324
2024-01-26 09:56:32.723,17,18,66,329
2024-01-26 09:56:32.723,17,18,67,334
2024-01-26 09:56:32.723,17,18,68,339
2024-01-26 09:56:32.723,17,18,69,344
2024-01-26 09:56:32.723,17,18,70,349
2024-01-26 09:56:32.723,17,18,71,352
2024-01-26 09:56:32.723,17,18,72,357
2024-01-26 09:56:32.723,18,3,5,24
2024-01-26 09:56:32.723,18,3,6,29
2024-01-26 09:56:32.723,18,3,7,34
2024-01-26 09:56:32.723,18,3,8,39
2024-01-26 09:56:32.723,18,3,9,44
2024-01-26 09:56:32.723,18,3,10,47
2024-01-26 09:56:32.723,18,3,11,52
2024-01-26 09:56:32.723,18,3,12,57
2024-01-26 09:56:32.723,18,6,17,84
2024-01-26 09:56:32.723,18,6,18,89
2024-01-26 09:56:32.723,18,6,19,94
2024-01-26 09:56:32.723,18,6,20,99
2024-01-26 09:56:32.723,18,6,21,102
2024-01-26 09:56:32.723,18,6,22,107
2024-01-26 09:56:32.723,18,6,23,112
2024-01-26 09:56:32.723,18,6,24,117
2024-01-26 09:56:32.723,18,15,53,264
2024-01-26 09:56:32.723,18,15,54,269
2024-01-26 09:56:32.723,18,15,55,274
2024-01-26 09:56:32.723,18,15,56,279
2024-01-26 09:56:32.723,18,15,57,284
2024-01-26 09:56:32.723,18,15,58,287
2024-01-26 09:56:32.723,18,15,59,292
2024-01-26 09:56:32.723,18,15,60,297
2024-01-26 09:56:32.723,18,18,65,324
2024-01-26 09:56:32.723,18,18,66,329
2024-01-26 09:56:32.723,18,18,67,334
2024-01-26 09:56:32.723,18,18,68,339
2024-01-26 09:56:32.723,18,18,69,344
2024-01-26 09:56:32.723,18,18,70,349
2024-01-26 09:56:32.723,18,18,71,354
2024-01-26 09:56:32.723,18,18,72,357
2024-01-26 09:56:32.723,19,3,5,24
2024-01-26 09:56:32.723,19,3,6,29
2024-01-26 09:56:32.723,19,3,7,34
2024-01-26 09:56:32.723,19,3,8,39
2024-01-26 09:56:32.723,19,3,9,44
2024-01-26 09:56:32.723,19,3,10,49
2024-01-26 09:56:32.723,19,3,11,52
2024-01-26 09:56:32.723,19,3,12,57
2024-01-26 09:56:32.723,19,6,17,84
2024-01-26 09:56:32.723,19,6,18,89
2024-01-26 09:56:32.723,19,6,19,94
2024-01-26 09:56:32.723,19,6,20,99
2024-01-26 09:56:32.723,19,6,21,104
2024-01-26 09:56:32.723,19,6,22,109
2024-01-26 09:56:32.723,19,6,23,114
2024-01-26 09:56:32.723,19,6,24,117
2024-01-26 09:56:32.723,19,15,53,264
2024-01-26 09:56:32.723,19,15,54,269
2024-01-26 09:56:32.723,19,15,55,274
2024-01-26 09:56:32.723,19,15,56,279
2024-01-26 09:56:32.723,19,15,57,284
2024-01-26 09:56:32.723,19,15,58,289
2024-01-26 09:56:32.723,19,15,59,294
2024-01-26 09:56:32.723,19,15,60,297
2024-01-26 09:56:32.723,19,18,65,324
2024-01-26 09:56:32.723,19,18,66,329
2024-01-26 09:56:32.723,19,18,67,334
2024-01-26 09:56:32.723,19,18,68,339
2024-01-26 09:56:32.723,19,18,69,344
2024-01-26 09:56:32.723,19,18,70,349
