classroom_id,classroom_name,institution_id,time_slot_id,time_slot_start_time,time_slot_end_time,day_of_week
12,3B,3,42,09:30:00.0000000,11:00:00.0000000,Wednesday
12,3B,3,43,11:00:00.0000000,12:30:00.0000000,Wednesday
12,3B,3,44,12:30:00.0000000,14:00:00.0000000,Wednesday
12,3B,3,45,14:00:00.0000000,15:30:00.0000000,Wednesday
12,3B,3,51,08:00:00.0000000,09:30:00.0000000,Thursday
12,3B,3,52,09:30:00.0000000,11:00:00.0000000,Thursday
12,3B,3,53,11:00:00.0000000,12:30:00.0000000,Thursday
12,3B,3,54,12:30:00.0000000,14:00:00.0000000,Thursday
12,3B,3,55,14:00:00.0000000,15:30:00.0000000,Thursday
13,3C,3,11,08:00:00.0000000,09:30:00.0000000,Sunday
13,3C,3,12,09:30:00.0000000,11:00:00.0000000,Sunday
13,3C,3,13,11:00:00.0000000,12:30:00.0000000,Sunday
13,3C,3,14,12:30:00.0000000,14:00:00.0000000,Sunday
13,3C,3,15,14:00:00.0000000,15:30:00.0000000,Sunday
13,3C,3,21,08:00:00.0000000,09:30:00.0000000,Monday
13,3C,3,22,09:30:00.0000000,11:00:00.0000000,Monday
13,3C,3,23,11:00:00.0000000,12:30:00.0000000,Monday
13,3C,3,24,12:30:00.0000000,14:00:00.0000000,Monday
13,3C,3,25,14:00:00.0000000,15:30:00.0000000,Monday
13,3C,3,31,08:00:00.0000000,09:30:00.0000000,Tuesday
13,3C,3,32,09:30:00.0000000,11:00:00.0000000,Tuesday
13,3C,3,33,11:00:00.0000000,12:30:00.0000000,Tuesday
13,3C,3,34,12:30:00.0000000,14:00:00.0000000,Tuesday
13,3C,3,35,14:00:00.0000000,15:30:00.0000000,Tuesday
13,3C,3,41,08:00:00.0000000,09:30:00.0000000,Wednesday
13,3C,3,42,09:30:00.0000000,11:00:00.0000000,Wednesday
13,3C,3,43,11:00:00.0000000,12:30:00.0000000,Wednesday
13,3C,3,44,12:30:00.0000000,14:00:00.0000000,Wednesday
13,3C,3,45,14:00:00.0000000,15:30:00.0000000,Wednesday
13,3C,3,51,08:00:00.0000000,09:30:00.0000000,Thursday
13,3C,3,52,09:30:00.0000000,11:00:00.0000000,Thursday
13,3C,3,53,11:00:00.0000000,12:30:00.0000000,Thursday
13,3C,3,54,12:30:00.0000000,14:00:00.0000000,Thursday
13,3C,3,55,14:00:00.0000000,15:30:00.0000000,Thursday
14,3D,3,11,08:00:00.0000000,09:30:00.0000000,Sunday
14,3D,3,12,09:30:00.0000000,11:00:00.0000000,Sunday
14,3D,3,13,11:00:00.0000000,12:30:00.0000000,Sunday
14,3D,3,14,12:30:00.0000000,14:00:00.0000000,Sunday
14,3D,3,15,14:00:00.0000000,15:30:00.0000000,Sunday
14,3D,3,21,08:00:00.0000000,09:30:00.0000000,Monday
14,3D,3,22,09:30:00.0000000,11:00:00.0000000,Monday
14,3D,3,23,11:00:00.0000000,12:30:00.0000000,Monday
14,3D,3,24,12:30:00.0000000,14:00:00.0000000,Monday
14,3D,3,25,14:00:00.0000000,15:30:00.0000000,Monday
14,3D,3,31,08:00:00.0000000,09:30:00.0000000,Tuesday
14,3D,3,32,09:30:00.0000000,11:00:00.0000000,Tuesday
14,3D,3,33,11:00:00.0000000,12:30:00.0000000,Tuesday
14,3D,3,34,12:30:00.0000000,14:00:00.0000000,Tuesday
14,3D,3,35,14:00:00.0000000,15:30:00.0000000,Tuesday
14,3D,3,41,08:00:00.0000000,09:30:00.0000000,Wednesday
14,3D,3,42,09:30:00.0000000,11:00:00.0000000,Wednesday
14,3D,3,43,11:00:00.0000000,12:30:00.0000000,Wednesday
14,3D,3,44,12:30:00.0000000,14:00:00.0000000,Wednesday
14,3D,3,45,14:00:00.0000000,15:30:00.0000000,Wednesday
14,3D,3,51,08:00:00.0000000,09:30:00.0000000,Thursday
14,3D,3,52,09:30:00.0000000,11:00:00.0000000,Thursday
14,3D,3,53,11:00:00.0000000,12:30:00.0000000,Thursday
14,3D,3,54,12:30:00.0000000,14:00:00.0000000,Thursday
14,3D,3,55,14:00:00.0000000,15:30:00.0000000,Thursday
